"key","name","entity_type","cui","count"
"C0719517","Correct brand of docusate-phenolphthalein","QUALITATIVE_CONCEPT","C0719517","2"
"C0723422","Spironol","MEDICATION","C0723422","1"
"C0728907","Compression","THERAPEUTIC_PROCEDURE","C0728907","6"
"C0728985","Cervical spine","BIOLOGICAL_STRUCTURE","C0728985","7"
"C0729105","Metisol","MEDICATION","C0729105","1"
"C0729269","Periapical","BIOLOGICAL_STRUCTURE","C0729269","2"
"C0729594","Axillary lymph node group","BIOLOGICAL_STRUCTURE","C0729594","1"
"C0729936","Cardiac chamber structure","BIOLOGICAL_STRUCTURE","C0729936","4"
"C0730345","Microalbuminuria","SIGN_SYMPTOM","C0730345","2"
"C0732165","Somatostatin analog","MEDICATION","C0732165","2"
"C0733138","Cohesive bandage","MEDICATION","C0733138","1"
"C0733755","Positioning Attribute","BIOLOGICAL_ATTRIBUTE","C0733755","15"
"C0735431","Left ilium","BIOLOGICAL_STRUCTURE","C0735431","2"
"C0735694","Structure of left iliac crest","BIOLOGICAL_STRUCTURE","C0735694","1"
"C0736268","Liver parenchyma","BIOLOGICAL_STRUCTURE","C0736268","1"
"C0738485","Axillary line","BIOLOGICAL_STRUCTURE","C0738485","1"
"C0738490","Right anterior axillary line","AREA","C0738490","1"
"C0738590","Right hypochondriac region structure","BIOLOGICAL_STRUCTURE","C0738590","1"
"C0741469","Elevated Choriogonadotropin Subunit Beta","DIAGNOSTIC_PROCEDURE","C0741469","1"
"C0741614","Intestine Resection","BIOLOGICAL_STRUCTURE","C0741614","2"
"C0741899","Poorly differentiated carcinoma","DISEASE_DISORDER","C0741899","1"
"C0746922","Anatomic Node","BIOLOGICAL_STRUCTURE","C0746922","20"
"C0746961","Oxygen saturation below reference range","SIGN_SYMPTOM","C0746961","1"
"C0747273","Malignant tumour of parotid gland","BIOLOGICAL_STRUCTURE","C0747273","1"
"C0748541","sclerotic lesion","DISEASE_DISORDER","C0748541","3"
"C0750482","Slightly (qualifier value)","SEVERITY","C0750482","11"
"C0750493","Suspicious","DISEASE_DISORDER","C0750493","3"
"C0750502","Significant","SEVERITY","C0750502","4"
"C0750729","Course","BIOLOGICAL_ATTRIBUTE","C0750729","2"
"C0751774","Nocturnal Myoclonus Syndrome","DISEASE_DISORDER","C0751774","1"
"C0752079","Maximum Tolerated Dose","DOSAGE","C0752079","1"
"C0757844","TNFSF13 protein, human","DATE","C0757844","7"
"C0758740","MS 180","LAB_VALUE","C0758740","1"
"C0767563","MM 36","DISTANCE","C0767563","1"
"C0770246","PROTEIN SUPPLEMENTS","THERAPEUTIC_PROCEDURE","C0770246","5"
"C0772413","Prenatal vitamin","TIME","C0772413","1"
"C0796121","Primrose syndrome","BIOLOGICAL_STRUCTURE","C0796121","1"
"C0796494","lobe","BIOLOGICAL_STRUCTURE","C0796494","23"
"C0796693","Sentinel Lymph Node Biopsy","DIAGNOSTIC_PROCEDURE","C0796693","1"
"C0806140","Flow","SIGN_SYMPTOM","C0806140","25"
"C0806909","Maximum","QUALITATIVE_CONCEPT","C0806909","2"
"C0810484","Scales, Patient, Bedside","DETAILED_DESCRIPTION","C0810484","1"
"C0812305","EPCAM gene","LAB_VALUE","C0812305","1"
"C0812409","Gradient","BIOLOGICAL_ATTRIBUTE","C0812409","8"
"C0813207","Creation of shunt","SIGN_SYMPTOM","C0813207","7"
"C0815275","Subcortical","AREA","C0815275","2"
"C0817096","Chest","BIOLOGICAL_STRUCTURE","C0817096","20"
"C0817332","Right calcaneus","BIOLOGICAL_STRUCTURE","C0817332","1"
"C0818468","Right sternoclavicular joint","BIOLOGICAL_STRUCTURE","C0818468","1"
"C0818492","Right glenohumeral joint","BIOLOGICAL_STRUCTURE","C0818492","1"
"C0819141","Bronchial tree","BIOLOGICAL_STRUCTURE","C0819141","1"
"C0819757","Structure of parenchyma of lung","BIOLOGICAL_STRUCTURE","C0819757","4"
"C0824497","Neurovascular bundle","BIOLOGICAL_STRUCTURE","C0824497","1"
"C0824568","Right levator scapulae","BIOLOGICAL_STRUCTURE","C0824568","2"
"C0824571","Left supraspinatus","BIOLOGICAL_STRUCTURE","C0824571","1"
"C0824818","Proximal metaphysis","BIOLOGICAL_STRUCTURE","C0824818","1"
"C0827005","Left knee joint","BIOLOGICAL_STRUCTURE","C0827005","1"
"C0836131","Stratified squamous epithelium","BIOLOGICAL_STRUCTURE","C0836131","1"
"C0849355","Removed","THERAPEUTIC_PROCEDURE","C0849355","3"
"C0849487","physical rehabilitation","THERAPEUTIC_PROCEDURE","C0849487","4"
"C0850121","Tympanic ventilation tube","OTHER_ENTITY","C0850121","2"
"C0853946","pain aggravated","SIGN_SYMPTOM","C0853946","2"
"C0855002","Recurrent Lung Carcinoma Cell Type Unspecified","DISEASE_DISORDER","C0855002","1"
"C0856863","Broad-based gait","SHAPE","C0856863","1"
"C0857516","floppy","SIGN_SYMPTOM","C0857516","1"
"C0860888","Tomography, Spiral Computed","DIAGNOSTIC_PROCEDURE","C0860888","1"
"C0868945","Deterioration","SIGN_SYMPTOM","C0868945","2"
"C0871167","psychiatric clinics","NONBIOLOGICAL_LOCATION","C0871167","2"
"C0871311","Screening test","DIAGNOSTIC_PROCEDURE","C0871311","1"
"C0871510","Test Taking Skills","ADMINISTRATION","C0871510","3"
"C0876954","Contour form","DETAILED_DESCRIPTION","C0876954","6"
"C0877303","Post-Procedural Pain","CLINICAL_EVENT","C0877303","4"
"C0877441","sigmoid polyp","DISEASE_DISORDER","C0877441","1"
"C0877525","ultrasound thyroid","DIAGNOSTIC_PROCEDURE","C0877525","3"
"C0878061","Altace","MEDICATION","C0878061","1"
"C0878500","Intraepithelial Neoplasia","DISEASE_DISORDER","C0878500","1"
"C0878544","Cardiomyopathies","DISEASE_DISORDER","C0878544","1"
"C0878814","Capnometers","DIAGNOSTIC_PROCEDURE","C0878814","2"
"C0884358","Performed","CLINICAL_EVENT","C0884358","1"
"C0886384","5 minutes Office visit","DURATION","C0886384","3"
"C0917799","Hypersomnia","SIGN_SYMPTOM","C0917799","2"
"C0917939","Pyralgin","MEDICATION","C0917939","2"
"C0919267","ovarian neoplasm","DISEASE_DISORDER","C0919267","3"
"C0919414","Arabic numeral 0","LAB_VALUE","C0919414","3"
"C0919553","Histopathologic Grade","SEVERITY","C0919553","1"
"C0919691","Anastomotic Leak","DISEASE_DISORDER","C0919691","2"
"C0920321","Phase I Clinical Trials","NONBIOLOGICAL_LOCATION","C0920321","1"
"C0920367","Tomography, Optical Coherence","DIAGNOSTIC_PROCEDURE","C0920367","2"
"C0920810","Left trapezius","BIOLOGICAL_STRUCTURE","C0920810","1"
"C0920882","Region of neck (body structure)","BIOLOGICAL_STRUCTURE","C0920882","2"
"C0922651","Left lateral pterygoid","BIOLOGICAL_STRUCTURE","C0922651","1"
"C0922960","Structure of anatomical variant","DISEASE_DISORDER","C0922960","1"
"C0923926","Structure of right optic nerve","BIOLOGICAL_STRUCTURE","C0923926","1"
"C0923985","Vein of pterygoid canal","BIOLOGICAL_STRUCTURE","C0923985","2"
"C0925636","Right lingual nerve","BIOLOGICAL_STRUCTURE","C0925636","1"
"C0925962","Right cheek","BIOLOGICAL_STRUCTURE","C0925962","1"
"C0925963","Left cheek","BIOLOGICAL_STRUCTURE","C0925963","1"
"C0925985","Viscerocranium","BIOLOGICAL_STRUCTURE","C0925985","7"
"C0926578","Right orbital compartment","BIOLOGICAL_STRUCTURE","C0926578","3"
"C0926645","Pterygoid canal","BIOLOGICAL_STRUCTURE","C0926645","3"
"C0926667","Right foramen rotundum","BIOLOGICAL_STRUCTURE","C0926667","1"
"C0926669","Right foramen ovale","BIOLOGICAL_STRUCTURE","C0926669","2"
"C0926687","Right foramen lacerum","BIOLOGICAL_STRUCTURE","C0926687","2"
"C0926688","Left foramen lacerum","BIOLOGICAL_STRUCTURE","C0926688","1"
"C0926700","Left lingual tonsil","BIOLOGICAL_STRUCTURE","C0926700","1"
"C0926800","Ostium of Eustachian tube","BIOLOGICAL_STRUCTURE","C0926800","1"
"C0926856","Right lateral pharyngeal space","BIOLOGICAL_STRUCTURE","C0926856","2"
"C0926857","Left lateral pharyngeal space","BIOLOGICAL_STRUCTURE","C0926857","1"
"C0927095","Left ary-epiglottic fold","BIOLOGICAL_STRUCTURE","C0927095","1"
"C0927100","Left vestibular fold","BIOLOGICAL_STRUCTURE","C0927100","1"
"C0927349","Right stylomastoid foramen","BIOLOGICAL_STRUCTURE","C0927349","2"
"C0927350","Left stylomastoid foramen","BIOLOGICAL_STRUCTURE","C0927350","1"
"C0929176","Hilum","BIOLOGICAL_STRUCTURE","C0929176","1"
"C0929193","Right hemidiaphragm","BIOLOGICAL_STRUCTURE","C0929193","1"
"C0930553","Major salivary gland structure","BIOLOGICAL_STRUCTURE","C0930553","3"
"C0932431","Proximal epiphysis of tibia","BIOLOGICAL_STRUCTURE","C0932431","1"
"C0933845","Parenchyma","BIOLOGICAL_STRUCTURE","C0933845","41"
"C0934456","Right pharyngeal recess","BIOLOGICAL_STRUCTURE","C0934456","1"
"C0935243","Left mastoid process","BIOLOGICAL_STRUCTURE","C0935243","2"
"C0935277","Left foramen ovale","BIOLOGICAL_STRUCTURE","C0935277","3"
"C0935598","Sagittal plane","AREA","C0935598","1"
"C0936012","Analysis","DIAGNOSTIC_PROCEDURE","C0936012","6"
"C0948089","Acute Coronary Syndrome","DISEASE_DISORDER","C0948089","2"
"C0948163","Leukoaraiosis","BIOLOGICAL_STRUCTURE","C0948163","1"
"C0948501","Ultrasound examination","DIAGNOSTIC_PROCEDURE","C0948501","1"
"C0949766","Physical therapy","NONBIOLOGICAL_LOCATION","C0949766","2"
"C0951590","sodium copper chlorophyllin","DISEASE_DISORDER","C0951590","2"
"C0965053","prostein","DIAGNOSTIC_PROCEDURE","C0965053","1"
"C0996703","Nyctaginaceae","AREA","C0996703","2"
"C1096529","carotid pulse","SIGN_SYMPTOM","C1096529","1"
"C1116439","posterior fossa","BIOLOGICAL_STRUCTURE","C1116439","1"
"C1134719","Invasive Ductal Breast Carcinoma","DISEASE_DISORDER","C1134719","11"
"C1135858","Feijoa","DISEASE_DISORDER","C1135858","5"
"C1138412","Diet, Mediterranean","THERAPEUTIC_PROCEDURE","C1138412","1"
"C1138601","Pear (Dietary)","DETAILED_DESCRIPTION","C1138601","1"
"C1140618","Upper Extremity","BIOLOGICAL_STRUCTURE","C1140618","2"
"C1140621","Leg","BIOLOGICAL_STRUCTURE","C1140621","2"
"C1145640","Central venous catheter, device","OTHER_ENTITY","C1145640","1"
"C1145670","Respiratory Failure","DISEASE_DISORDER","C1145670","1"
"C1155266","Inflammatory Response","DISEASE_DISORDER","C1155266","2"
"C1178870","Structure of right buttock","BIOLOGICAL_STRUCTURE","C1178870","1"
"C1179022","Inframammary fold","BIOLOGICAL_STRUCTURE","C1179022","1"
"C1179211","Cervicothoracic junction","BIOLOGICAL_STRUCTURE","C1179211","1"
"C1179435","Protein Component","BIOLOGICAL_STRUCTURE","C1179435","1"
"C1179480","Peripheral lymph","BIOLOGICAL_STRUCTURE","C1179480","1"
"C1179989","Axon Initial Segment","BIOLOGICAL_STRUCTURE","C1179989","1"
"C1182912","Set of limb joints","BIOLOGICAL_STRUCTURE","C1182912","1"
"C1183537","Popliteal part of left knee","BIOLOGICAL_STRUCTURE","C1183537","1"
"C1183837","Glandular part of prostate","BIOLOGICAL_STRUCTURE","C1183837","2"
"C1185625","Anatomical compartments","BIOLOGICAL_STRUCTURE","C1185625","1"
"C1185714","Nucleus Pulposus","DISEASE_DISORDER","C1185714","1"
"C1186706","Bolus of ingested food","ADMINISTRATION","C1186706","1"
"C1253959","Branch of","BIOLOGICAL_STRUCTURE","C1253959","3"
"C1254855","24 Hour Urine Protein Test","DURATION","C1254855","3"
"C1260873","Aortic valve disorder","DISEASE_DISORDER","C1260873","1"
"C1261074","Structure of right upper lobe of lung","BIOLOGICAL_STRUCTURE","C1261074","1"
"C1261075","Structure of right lower lobe of lung","BIOLOGICAL_STRUCTURE","C1261075","103"
"C1261077","Structure of left lower lobe of lung","BIOLOGICAL_STRUCTURE","C1261077","99"
"C1261082","Left coronary artery structure","BIOLOGICAL_STRUCTURE","C1261082","1"
"C1261316","Right coronary artery structure","BIOLOGICAL_STRUCTURE","C1261316","2"
"C1261322","Evaluation procedure","DIAGNOSTIC_PROCEDURE","C1261322","1"
"C1261381","Destructive procedure (surgical)","SIGN_SYMPTOM","C1261381","12"
"C1261473","Sarcoma","DISEASE_DISORDER","C1261473","1"
"C1262477","Weight Loss","THERAPEUTIC_PROCEDURE","C1262477","8"
"C1262869","Body position","THERAPEUTIC_PROCEDURE","C1262869","2"
"C1264124","Pelvic lymphadenopathy","SIGN_SYMPTOM","C1264124","2"
"C1264626","Weakly-reactive","SEVERITY","C1264626","1"
"C1264633","Fraction of","DOSAGE","C1264633","8"
"C1265996","Large cell neuroendocrine carcinoma","DISEASE_DISORDER","C1265996","2"
"C1266002","Non-small cell carcinoma","DISEASE_DISORDER","C1266002","1"
"C1266025","Traditional Serrated Adenoma","DISEASE_DISORDER","C1266025","1"
"C1269955","Tumor Cell Invasion","SIGN_SYMPTOM","C1269955","3"
"C1271104","Blood pressure finding","DIAGNOSTIC_PROCEDURE","C1271104","4"
"C1272321","Autoantibody measurement","DIAGNOSTIC_PROCEDURE","C1272321","1"
"C1272654","Wound care management","THERAPEUTIC_PROCEDURE","C1272654","1"
"C1272689","Started","CLINICAL_EVENT","C1272689","1"
"C1272694","Abandoned","CLINICAL_EVENT","C1272694","1"
"C1272705","Unsuccessful","OUTCOME","C1272705","1"
"C1274039","General surgery specialty","NONBIOLOGICAL_LOCATION","C1274039","3"
"C1274040","Result","OUTCOME","C1274040","6"
"C1274104","Obstetrics and gynecology (clinical specialty)","AREA","C1274104","1"
"C1275551","Every three days","FREQUENCY","C1275551","7"
"C1275631","Anal part of perineum","BIOLOGICAL_STRUCTURE","C1275631","1"
"C1275813","Ratio of mitral valve acceleration time to mitral valve deceleration time","BIOLOGICAL_ATTRIBUTE","C1275813","1"
"C1276414","Care of neurological patient","THERAPEUTIC_PROCEDURE","C1276414","3"
"C1277077","Irradiated blood product (product)","THERAPEUTIC_PROCEDURE","C1277077","1"
"C1279941","Late stage","SEVERITY","C1279941","1"
"C1280412","Thick","BIOLOGICAL_ATTRIBUTE","C1280412","2"
"C1280519","Effectiveness","OUTCOME","C1280519","3"
"C1282007","Pulmonary Artery Branch","BIOLOGICAL_STRUCTURE","C1282007","1"
"C1282907","Low Grade","SEVERITY","C1282907","2"
"C1282910","Upper","AREA","C1282910","5"
"C1282914","Surrounding (qualifier value)","DETAILED_DESCRIPTION","C1282914","2"
"C1282927","Shortened","QUALITATIVE_CONCEPT","C1282927","4"
"C1282930","Irradiation (physical force)","THERAPEUTIC_PROCEDURE","C1282930","8"
"C1283174","Checking (action)","DIAGNOSTIC_PROCEDURE","C1283174","2"
"C1285092","Gland","BIOLOGICAL_STRUCTURE","C1285092","7"
"C1285116","Right hip joint structure","BIOLOGICAL_STRUCTURE","C1285116","1"
"C1287351","Finding of liver enzyme levels","BIOLOGICAL_STRUCTURE","C1287351","2"
"C1288329","Structure of lower uterine segment","BIOLOGICAL_STRUCTURE","C1288329","75"
"C1289877","Reservoir device","OTHER_ENTITY","C1289877","3"
"C1289919","Intravenous fluid","MEDICATION","C1289919","1"
"C1292425","2 Hours","DURATION","C1292425","3"
"C1292428","6 Hours","DURATION","C1292428","1"
"C1292732","Investigates","DIAGNOSTIC_PROCEDURE","C1292732","1"
"C1292734","Treatment intent","THERAPEUTIC_PROCEDURE","C1292734","1"
"C1293130","Stabilization","OUTCOME","C1293130","1"
"C1293134","Enlargement procedure","SIGN_SYMPTOM","C1293134","15"
"C1299392","Mild to moderate","SEVERITY","C1299392","3"
"C1299393","Moderate to severe","SEVERITY","C1299393","1"
"C1299622","Empirical antibiotic therapy","THERAPEUTIC_PROCEDURE","C1299622","10"
"C1300071","Tumor Weight","DISEASE_DISORDER","C1300071","2"
"C1300563","Gram per Kilogram","DOSAGE","C1300563","1"
"C1301411","Regurgitant flow","SIGN_SYMPTOM","C1301411","1"
"C1301886","Diameter (qualifier value)","BIOLOGICAL_ATTRIBUTE","C1301886","9"
"C1302222","Parasternal long axis view","DIAGNOSTIC_PROCEDURE","C1302222","2"
"C1302301","Left ventricular area fractional change","BIOLOGICAL_ATTRIBUTE","C1302301","1"
"C1302316","Subcostal long axis view","DIAGNOSTIC_PROCEDURE","C1302316","1"
"C1305372","Hilar lymph node","BIOLOGICAL_STRUCTURE","C1305372","4"
"C1305702","Ward (environment)","NONBIOLOGICAL_LOCATION","C1305702","2"
"C1306710","Facial asymmetry","QUALITATIVE_CONCEPT","C1306710","2"
"C1308727","RBBP8 protein, human","SHAPE","C1308727","5"
"C1314763","Phenotyping (qualifier value)","DIAGNOSTIC_PROCEDURE","C1314763","2"
"C1314939","Involvement with","SIGN_SYMPTOM","C1314939","4"
"C1315058","Coagulation order set","DIAGNOSTIC_PROCEDURE","C1315058","2"
"C1317608","Perineural spread","SIGN_SYMPTOM","C1317608","1"
"C1318500","Non-toxic nodular goiter","DISEASE_DISORDER","C1318500","2"
"C1321013","Hydration status","THERAPEUTIC_PROCEDURE","C1321013","1"
"C1321164","Gynecologic Oncology","AREA","C1321164","1"
"C1321598","panthenol","MEDICATION","C1321598","1"
"C1325847","Sensitization (observable entity)","THERAPEUTIC_PROCEDURE","C1325847","1"
"C1332138","Acinar Pattern","BIOLOGICAL_ATTRIBUTE","C1332138","1"
"C1332139","Prostate Acinar Adenocarcinoma","DISEASE_DISORDER","C1332139","3"
"C1332420","BLNK gene","DISEASE_DISORDER","C1332420","1"
"C1332629","Breast Fibrocystic Change, Proliferative Type","DISEASE_DISORDER","C1332629","1"
"C1332743","CDX2 gene","DIAGNOSTIC_PROCEDURE","C1332743","1"
"C1332897","Central Scar","DISEASE_DISORDER","C1332897","2"
"C1333036","Chronic Inflammatory Infiltrate","SIGN_SYMPTOM","C1333036","1"
"C1333127","Comedo Necrosis","DISEASE_DISORDER","C1333127","2"
"C1333762","Gastric Cardia Adenocarcinoma","DISEASE_DISORDER","C1333762","1"
"C1334274","Invasive Carcinoma","DISEASE_DISORDER","C1334274","2"
"C1334642","Maxillary Sinus Adenocarcinoma","DISEASE_DISORDER","C1334642","1"
"C1334936","Neoplasm of Uncertain Histogenesis","DISEASE_DISORDER","C1334936","1"
"C1335070","Nuclear Atypia","BIOLOGICAL_ATTRIBUTE","C1335070","2"
"C1335411","Cyst of pineal gland","DISEASE_DISORDER","C1335411","1"
"C1335648","RRM1 gene","CLINICAL_EVENT","C1335648","3"
"C1335840","SMARCA1 gene","DIAGNOSTIC_PROCEDURE","C1335840","1"
"C1336028","Solid Growth Pattern","BIOLOGICAL_ATTRIBUTE","C1336028","1"
"C1336827","Tropical Disease","NONBIOLOGICAL_LOCATION","C1336827","2"
"C1337479","Liquid Soap Dosage Form","MEDICATION","C1337479","6"
"C1368404","Hypopharyngeal Carcinoma","DISEASE_DISORDER","C1368404","1"
"C1378128","Cream","MEDICATION","C1378128","3"
"C1384494","Metastatic Carcinoma","DISEASE_DISORDER","C1384494","7"
"C1384616","NKX2-1 gene","LAB_VALUE","C1384616","1"
"C1384816","Idiopathic pulmonary artery dilatation","DISEASE_DISORDER","C1384816","1"
"C1402315","Vascular lesions","DISEASE_DISORDER","C1402315","1"
"C1409894","Sphincter","BIOLOGICAL_STRUCTURE","C1409894","1"
"C1417938","TENM1 gene","DIAGNOSTIC_PROCEDURE","C1417938","1"
"C1418370","SERPINA5 gene","THERAPEUTIC_PROCEDURE","C1418370","1"
"C1418552","SERPINE2 gene","SIGN_SYMPTOM","C1418552","1"
"C1418985","PSEN1 gene","LAB_VALUE","C1418985","2"
"C1426025","SLC5A8 gene","DISEASE_DISORDER","C1426025","1"
"C1441552","Diabetology","AREA","C1441552","1"
"C1442162","GIVEN","ADMINISTRATION","C1442162","5"
"C1442452","1 Week","DURATION","C1442452","2"
"C1442455","2 Days","DURATION","C1442455","1"
"C1442456","2 Months","DURATION","C1442456","6"
"C1442457","2 Weeks","DURATION","C1442457","5"
"C1442458","30 Minutes","DURATION","C1442458","1"
"C1442459","3 Days","DURATION","C1442459","2"
"C1442461","3 Months","DURATION","C1442461","1"
"C1442462","3 Weeks","DURATION","C1442462","7"
"C1442466","5 Days","DURATION","C1442466","1"
"C1442770","24 Hours","DURATION","C1442770","3"
"C1442903","Exostoses","SIGN_SYMPTOM","C1442903","1"
"C1443271","Cervicothoracic vertebral column","BIOLOGICAL_STRUCTURE","C1443271","1"
"C1444662","Discontinued","CLINICAL_EVENT","C1444662","1"
"C1444754","Length","QUANTITATIVE_CONCEPT","C1444754","1"
"C1444778","Constricting sensation quality","SIGN_SYMPTOM","C1444778","1"
"C1446409","Positive","QUALITATIVE_CONCEPT","C1446409","11"
"C1449669","Bandages, Hydrogel","MEDICATION","C1449669","1"
"C1455761","Episodic","DETAILED_DESCRIPTION","C1455761","1"
"C1456587","Bariatric Surgery","THERAPEUTIC_PROCEDURE","C1456587","1"
"C1456637","Blood Transfusion and Donation","NONBIOLOGICAL_LOCATION","C1456637","1"
"C1457868","Worse","OUTCOME","C1457868","4"
"C1457869","Defect","SIGN_SYMPTOM","C1457869","3"
"C1496343","Streptococcus pseudopneumoniae","BIOLOGICAL_STRUCTURE","C1496343","1"
"C1508335","View MLO","DIAGNOSTIC_PROCEDURE","C1508335","1"
"C1508554","Carotid vessel","BIOLOGICAL_STRUCTURE","C1508554","4"
"C1510416","Coffee ground vomiting","SIGN_SYMPTOM","C1510416","2"
"C1510472","Drug Dependence","DISEASE_DISORDER","C1510472","9"
"C1510483","Fine needle aspiration biopsy","DIAGNOSTIC_PROCEDURE","C1510483","3"
"C1510886","Angioinvasion","SIGN_SYMPTOM","C1510886","2"
"C1510912","Anterior Portion of the Corpus Callosum Cistern","BIOLOGICAL_STRUCTURE","C1510912","1"
"C1511497","Continuous Intravenous Infusion","ADMINISTRATION","C1511497","2"
"C1511545","Critical","SEVERITY","C1511545","2"
